0.001000  , 0.000000  , 0.000000  , 0.000000 
0.002000  , 0.000000  , 0.000000  , 0.000000 
0.003000  , 0.000000  , 0.000000  , 0.000000 
0.004000  , 0.000000  , 0.000000  , 0.000000 
0.005000  , 0.000000  , 0.000000  , 0.000000 
0.006000  , 0.000000  , 0.000000  , 0.000000 
0.007000  , 0.000000  , 0.000000  , 0.000000 
0.008000  , 0.000000  , 0.000000  , 0.000000 
0.009000  , 0.000000  , 0.000000  , 0.000000 
0.010000  , 0.000000  , 0.000000  , 0.000000 
0.011000  , 0.000000  , 0.000000  , 0.000000 
0.012000  , 0.000000  , 0.000000  , 0.000000 
0.013000  , 0.000000  , 0.000000  , 0.000000 
0.014000  , 0.000000  , 0.000000  , 0.000000 
0.015000  , 0.000000  , 0.000000  , 0.000000 
0.016000  , 0.000000  , 0.000000  , 0.000000 
0.017000  , 0.000000  , 0.000000  , 0.000000 
0.018000  , 0.000000  , 0.000000  , 0.000000 
0.019000  , 0.000000  , 0.000000  , 0.000000 
0.020000  , 0.000000  , 0.000000  , 0.000000 
0.021000  , 0.000000  , 0.000000  , 0.000000 
0.022000  , 0.000000  , 0.000000  , 0.000000 
0.023000  , 0.000000  , 0.000000  , 0.000000 
0.024000  , 0.000000  , 0.000000  , 0.000000 
0.025000  , 0.000000  , 0.000000  , 0.000000 
0.026000  , 0.000000  , 0.000000  , 0.000000 
0.027000  , 0.000000  , 0.000000  , 0.000000 
0.028000  , 0.000000  , 0.000000  , 0.000000 
0.029000  , 0.000000  , 0.000000  , 0.000000 
0.030000  , 0.000000  , 0.000000  , 0.000000 
0.031000  , 0.000000  , 0.000000  , 0.000000 
0.032000  , 0.000000  , 0.000000  , 0.000000 
0.033000  , 0.000000  , 0.000000  , 0.000000 
0.034000  , 0.000000  , 0.000000  , 0.000000 
0.035000  , 0.000000  , 0.000000  , 0.000000 
0.036000  , 0.000000  , 0.000000  , 0.000000 
0.037000  , 0.000000  , 0.000000  , 0.000000 
0.038000  , 0.000000  , 0.000000  , 0.000000 
0.039000  , 0.000000  , 0.000000  , 0.000000 
0.040000  , 0.000000  , 0.000000  , 0.000000 
0.041000  , 0.253720  , 0.253720  , 0.000000 
0.042000  , 38.607562  , 38.607562  , 0.000000 
0.043000  , 629.023179  , 629.023179  , 0.000000 
0.044000  , 3857.734350  , 3857.734350  , 0.000000 
0.045000  , 9091.064127  , 9091.064127  , 0.000000 
0.046000  , 13007.971902  , 13007.971902  , 0.000000 
0.047000  , 17559.027318  , 17559.027318  , 0.000000 
0.048000  , 21467.690142  , 21467.690142  , 0.000000 
0.049000  , 22533.491164  , 22533.491164  , 0.000000 
0.050000  , 21620.463107  , 21620.463107  , 0.000000 
0.051000  , 22087.013880  , 22087.013880  , 0.000000 
0.052000  , 21910.273282  , 21910.273282  , 0.000000 
0.053000  , 21828.869782  , 21828.869782  , 0.000000 
0.054000  , 21947.764413  , 21947.764413  , 0.000000 
0.055000  , 22033.193646  , 22033.193646  , 0.000000 
0.056000  , 22046.929354  , 22046.929354  , 0.000000 
0.057000  , 22025.611064  , 22025.611064  , 0.000000 
0.058000  , 22002.801900  , 22002.801900  , 0.000000 
0.059000  , 21987.180721  , 21987.180721  , 0.000000 
0.060000  , 21983.134579  , 21983.134579  , 0.000000 
0.061000  , 21988.412562  , 21988.412562  , 0.000000 
0.062000  , 21997.540928  , 21997.540928  , 0.000000 
0.063000  , 22001.614516  , 22001.614516  , 0.000000 
0.064000  , 22004.072316  , 22004.072316  , 0.000000 
0.065000  , 22003.590451  , 22003.590451  , 0.000000 
0.066000  , 22001.010975  , 22001.010975  , 0.000000 
0.067000  , 22000.465759  , 22000.465759  , 0.000000 
0.068000  , 22002.014540  , 22002.014540  , 0.000000 
0.069000  , 22002.125671  , 22002.125671  , 0.000000 
0.070000  , 22001.195649  , 22001.195649  , 0.000000 
0.071000  , 22001.471270  , 22001.471270  , 0.000000 
0.072000  , 22001.867851  , 22001.867851  , 0.000000 
0.073000  , 22001.721993  , 22001.721993  , 0.000000 
0.074000  , 22001.750756  , 22001.750756  , 0.000000 
0.075000  , 22001.811182  , 22001.811182  , 0.000000 
0.076000  , 22001.764756  , 22001.764756  , 0.000000 
0.077000  , 22001.785819  , 22001.785819  , 0.000000 
0.078000  , 22001.804480  , 22001.804480  , 0.000000 
0.079000  , 22001.783173  , 22001.783173  , 0.000000 
0.080000  , 22001.809941  , 22001.809941  , 0.000000 
0.081000  , 22001.797557  , 22001.797557  , 0.000000 
0.082000  , 22001.807529  , 22001.807529  , 0.000000 
0.083000  , 22001.809391  , 22001.809391  , 0.000000 
0.084000  , 22001.809380  , 22001.809380  , 0.000000 
0.085000  , 22001.814055  , 22001.814055  , 0.000000 
0.086000  , 22001.816261  , 22001.816261  , 0.000000 
0.087000  , 22001.823384  , 22001.823384  , 0.000000 
0.088000  , 22001.827770  , 22001.827770  , 0.000000 
0.089000  , 22001.833760  , 22001.833760  , 0.000000 
0.090000  , 22001.837029  , 22001.837029  , 0.000000 
0.091000  , 22001.840215  , 22001.840215  , 0.000000 
0.092000  , 22001.840409  , 22001.840409  , 0.000000 
0.093000  , 22001.842338  , 22001.842338  , 0.000000 
0.094000  , 22001.844207  , 22001.844207  , 0.000000 
0.095000  , 22001.846884  , 22001.846884  , 0.000000 
0.096000  , 22001.851456  , 22001.851456  , 0.000000 
0.097000  , 22001.857010  , 22001.857010  , 0.000000 
0.098000  , 22001.861665  , 22001.861665  , 0.000000 
0.099000  , 22001.865504  , 22001.865504  , 0.000000 
0.100000  , 22001.868919  , 22001.868919  , 0.000000 
0.101000  , 22001.870194  , 22001.870194  , 0.000000 
0.102000  , 22001.870866  , 22001.870866  , 0.000000 
0.103000  , 22001.871644  , 22001.871644  , 0.000000 
0.104000  , 22001.872644  , 22001.872644  , 0.000000 
0.105000  , 22001.874497  , 22001.874497  , 0.000000 
